,Gender,Minor,Ethnic,Orientation,mother_edu,father_edu,Year,International,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion,academic,stress,GPACateg,Sleep,Missing_classes,Homework,Exercise,Office_hours
410,Female,0,Asian,Heterosexual,High school or less,High school or less,Senior,0,1,0,1,1,2.97,4,30,30,1,2,5,1,2,5,4,5,3,4,5,1,5,4,5,2,5,4,5,5,3,3,5,4,3,5,1,2,5,"I am very happy that UCLA does offer flexibility to students. My major was Economics when I got into UCLA, but dream of my academic major has always been Statistics. I just could not apply to stats major by the time I transferred. UCLA did not set strict boundaries and say: you MUST stay in your original major.. they did listen to what I want, did help me to get back to undeclared first and finally jumped Into the major I truly want to be in. It was not an easy process because of the requirement of excellent grades in certain classes, but at least the school does offer a possibility of change my major.. This is the most thankful event happened my time at UCLA","There is limit source of tutoring at school. STEM major is very hard to finish and it gave me depression sometimes. UCLA only offers office hour of professor, TA, and some random tutoring ( pay is high) . they don't have any tutoring center or anything, I feel like I have to survive in hard classes by myself. ",Low Value,50,75,50,62.5,66.7,70,85.7142857142857,low,2,2,4,2,2
411,Female,1,Others,Heterosexual,Four-year College,Four-year College,Senior,0,0,1,0,1,3.68,3.83,0,13,5,4,5,3,1,4,4,1,2,2,3,1,2,1,1,1,5,4,2,4,1,2,1,5,5,5,5,5,2,I am in multiple groups for underrepresented minorities in STEM that provide tutoring .,Nothing other than personal failings.,High Value,78.1,33.3,77.8,31.3,8.3,77.5,17.8571428571429,high,4,4,4,3,2
412,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Junior,0,0,0,0,0,3.5,4,69,69,1,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,By myself and also special thanks to Dr.Peterson's guidance,100% Self-made,Low Value,50,50,50,50,50,50,50,low,2,2,4,4,4
413,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,1,0,0,1,3.9,3.9,5,1,4,2,5,2,3,4,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,4,2,3,2,3,4,3,2,NA,NA,Low Value,50,58.3,47.2,50,50,52.5,57.1428571428571,high,4,2,4,2,3
414,Male,0,Asian,Heterosexual,High school or less,High school or less,Junior,0,1,0,1,1,0,3.8,5,5,3,2,5,2,2,4,4,3,3,3,4,4,3,4,3,2,3,3,4,4,3,3,3,4,4,4,4,4,4,NA,NA,Average Value,59.4,58.3,58.3,43.8,50,72.5,57.1428571428571,low,3,2,4,2,2
415,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.5,4.4,5,11,4,2,5,5,1,4,2,2,2,2,2,2,2,2,3,2,4,4,4,3,2,2,3,4,4,4,4,4,4,"The people I've met are very humble and kind. There are also many academic resources that can help me figure out information about my major and opportunities. I like how social this campus is, whether I want it to be or not. It kind of forces me to learn to interact with people well all the time. ","Sometimes depending on my class schedules or exams, it feels like I am suffocated and don't have time to finish everything. These periods don't last longer than a week though. ",Average Value,62.5,25,NA,43.8,33.3,67.5,32.1428571428571,low,4,2,4,4,2
416,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,0,0,1,0,1,3.6,4,10,10,3,2,5,3,4,5,4,2,3,1,1,3,4,3,4,1,2,3,4,5,2,2,3,4,5,5,5,4,3,Having roommates that also major in STEM are a great help emotionally. We often talk about academically related subjects or bond over common struggles and failures. Going to office hours has also been a big factor in my success in certain classes.,"The grading system has been inhibiting to my personal academic success at UCLA. Rather than striving to intuitively understand material, I am often pushed to study for tests and assignments rather than explore different aspects of the topic or work on independent projects. As a result, I may receive a decent grade in the course but not have many long term takeaways from it. ",High Value,59.4,16.7,72.2,37.5,33.3,80,42.8571428571429,high,3,2,4,3,4
417,Male,0,Asian,Homosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,1,0,0,0,1,3.97,4.27,20,20,5,1,5,4,3,4,4,4,2,1,4,1,4,2,2,1,2,4,4,4,2,4,4,4,4,5,4,4,5,"My family and friends being supportive, giving me advice and confidence to carry on. Getting involved and doing things that I believe in. ",Uncertainty about what I'm gonna do as a career and what would become of me.,Average Value,68.8,33.3,72.2,18.8,58.3,80,42.8571428571429,high,4,2,4,4,3
418,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.5,3.97,20,2,2,3,5,2,1,4,2,4,3,2,3,2,4,5,5,2,4,4,4,4,3,4,5,4,3,5,4,3,3,My high school experience in US as an international student,"my ethnic background, academic workload, peer pressure, expectations from the society",Low Value,40.6,41.7,50,56.3,75,65,71.4285714285714,low,2,3,4,2,2
419,Female,1,Asian,Heterosexual,High school or less,High school or less,Senior,0,1,0,1,1,3.55,4,10,2,3,3,5,2,3,4,4,2,3,2,2,2,4,4,4,2,2,3,2,3,2,2,4,4,3,5,4,3,4,NA,NA,Average Value,40.6,33.3,69.4,43.8,41.7,62.5,57.1428571428571,low,3,3,4,2,3
420,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Senior,0,0,1,0,1,3.8,3.4,10,10,3,3,4,2,2,5,1,3,1,2,4,1,4,5,5,4,5,4,1,3,3,5,2,4,4,5,4,4,5,"I think from a young age, I was always motivated by family and friends around me to pursue success in school. During my high school years, I sort of neglected this philosophy but I am glad that as I got older, I appreciated the educational opportunity I had and the kinds of things I could achieve by doing well in school.",I feel like I tend to overstress myself and worry too much about my grades at times. I want to do well in my classes so badly that it causes me to have some pretty bad anxiety when it comes to studying for tests or juggling a bunch of deadlines.,Average Value,28.1,33.3,55.6,75,58.3,62.5,57.1428571428571,high,3,3,4,2,2
421,Female,0,Latino/Hispanic,Heterosexual,Four-year College,Two-year College,Sophomore,0,0,1,0,1,2.5,4.3,4,5,3,4,4,3,1,4,3,1,4,4,4,3,4,3,5,2,3,2,2,1,3,3,4,3,4,5,4,2,4,"club sports, friends from high school, diverse groups","lack of self confidence, stress, homesickness ",High Value,25,75,55.6,62.5,58.3,50,75,low,3,4,4,3,2
422,Female,0,Calcasian,Heterosexual,Graduate or Professional Degree,Two-year College,Sophomore,0,0,1,0,1,3.955,3.8,0,8,2,2,5,2,2,4,5,2,2,2,3,3,3,4,4,2,4,2,2,2,2,2,3,3,4,5,2,2,3,I went to a high school that was very strong in STEM. I had very good teachers and took many AP classes that were related to or covered the material that I am studying in my current classes.,"I'm a reserved person and have difficulty making friends on my own, and the workload often means I skip social activities to study.",Average Value,37.5,33.3,52.8,62.5,33.3,50,50,high,2,2,4,2,2
423,Female,1,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.75,3.9,30,10,3,2,5,1,2,4,4,3,1,1,1,2,3,4,4,2,2,4,4,4,3,2,5,3,4,5,3,4,4,"Make plans and do not procrastinate. In this case, I would definitely succeed academically and emotionally (good self feelings ), but may leave not enough time for social activities. This works for me since I don't value social activities much since I get to know a lot of new friends from classes and existing friends.",Some level of language barrier jeopardizes my performance in all these aspects.,Average Value,59.4,0,58.3,37.5,58.3,72.5,42.8571428571429,high,3,2,4,2,2
424,Male,0,Calcasian,Heterosexual,Two-year College,Four-year College,Senior,0,1,1,0,1,3.5,4.3,10,6,4,2,5,3,3,4,4,2,1,2,3,2,4,4,4,3,4,4,1,4,2,4,4,3,4,4,5,4,5,"Having a solid group of supportive friends, spaces I am comfortable to work and study, and also support me.","high workload, difficult classes. I do not often find time to relax and enjoy my free time.",Average Value,46.9,25,58.3,56.3,58.3,70,53.5714285714286,low,4,2,4,3,3
425,Female,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.85,3.7,10,10,3,2,5,4,2,5,4,3,3,3,4,1,5,4,5,4,2,2,4,3,3,4,4,4,4,4,4,4,4,Some friends...?,"Overwhelming projects, homework",Average Value,40.6,58.3,58.3,68.8,66.7,67.5,75,high,3,2,4,4,2
426,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.6,3.7,50,50,4,3,4,4,2,5,5,5,1,1,2,2,4,3,5,2,3,3,2,2,3,2,4,3,4,5,4,2,4,"Having a close group of friends helps tremendously with succeeding academically, socially, and emotionally. It is the presence of a support group that helps me succeed.","UCLA is a big school, and sometimes I feel really isolated in my pursuits and just a small cog in a really large machine. Many people already know what they want to do, and the lack of structured resources for students (hat can be easily found) is frustrating at times. Thus, sometimes I feel like I’m struggling alone, and that I don’t have the direction to succeed.",Average Value,37.5,8.3,61.1,56.3,50,60,46.4285714285714,high,4,3,4,4,2
427,Male,0,Asian,Heterosexual,Two-year College,Two-year College,Junior,0,1,0,1,1,3.6,3.8,10,10,4,2,4,4,3,3,3,3,4,3,4,4,4,3,4,2,3,3,4,4,3,2,3,4,4,4,4,4,4,"I have just transferred to UCLA, and forming study groups allowed me to feel better about my academics and helped me make friends.",Adjusting to the quarter system is a hard transition and a lot of times I feel like I don't know how to study for tests.,Low Value,53.1,66.7,61.1,50,41.7,70,64.2857142857143,high,4,2,4,4,3
428,Female,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,1,0,0,0,1,3.33,3.75,20,20,3,3,5,3,3,4,3,4,1,1,1,3,3,3,4,1,1,3,4,4,2,2,3,3,4,5,3,3,4,"I have supportive parents and great friends who help me emotionally and academically. This quarter I am very stressed with recruiting and academics as a Junior, but I received tremendous support from my parents who support whatever I do, and good friends who came to visit me in LA from east coast. I am optimistic and positive despite the competitions for internship and academics stresses. ",Class size here is huge and it's hard to get academic and career planning help. ,Average Value,53.1,0,69.4,31.3,33.3,65,32.1428571428571,low,3,3,4,3,3
429,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,0,0,0,1,1,3.8,4.3,20,10,4,2,5,4,3,3,4,3,4,5,4,2,3,2,3,2,2,3,2,2,3,3,3,4,3,3,4,4,4,It is important to have activities that are stress-relieving and also surrounding yourselves with people who also study and focus on academics.,"efficiency, ability to finish assignments quickly",Low Value,53.1,83.3,66.7,37.5,50,57.5,60.7142857142857,high,4,2,4,4,3
430,Female,1,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,0,0,0,3.21,3.95,25,15,3,2,5,4,4,4,2,1,2,2,5,1,4,2,5,2,3,4,4,4,2,2,4,3,5,5,4,4,4,"I have a good group of friends in my extracurricular clubs that have provided me with advice and help in my academic, social, and emotional success. Aside from that, I actively try to tell myself that I will be okay because I know my capabilities and how they can be really useful in my profession. ","Perhaps the only factor that have inhibited my academic success is that my classes are really theoretical. I'm a hands on learner where I learn by doing and applying concepts rather than memorizing and regurgitating them. I also think that the fast pace and academic structure at UCLA is not necessarily conducive to learning, but rather testing under pressure and memorization. ",High Value,53.1,50,66.7,50,41.7,72.5,60.7142857142857,low,3,2,4,4,4
431,Male,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,1,1,0,0,1,3.6,3.97,4,3,4,1,5,3,4,4,4,3,3,1,4,3,2,2,2,4,4,4,4,2,2,1,4,3,4,5,4,4,4,"Being levelheaded, having a clear goal and a long term plan.Such a mentalities allowed me to withstand overwhelming pressure, stick to my academic goals and ensure that all my plans are carried out.  ",Being introvert. It prevented my from establishing deeper connection with people and acquiring more resources to assist my pursuit of academic goals.,Average Value,68.8,41.7,55.6,50,33.3,70,39.2857142857143,high,4,2,4,3,4
432,Female,0,Asian,Bisexual,Four-year College,Four-year College,Sophomore,1,0,0,0,1,3.78,4,30,5,5,3,5,3,3,4,4,2,1,1,2,1,2,2,4,1,3,4,4,3,4,2,4,4,4,5,4,2,4,"come out from my comfort zone, try to talk and play with people from different backgrounds, don't be afraid to ask professor and TA questions and always go to office hour ","be afraid to talk to other people, be afraid to ask questions",Average Value,59.4,8.3,66.7,37.5,58.3,70,32.1428571428571,high,4,3,4,3,3
433,Female,0,Calcasian,Bisexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.83,4.89,5,8,3,2,5,5,3,3,4,1,2,2,2,2,5,4,5,4,5,3,4,5,3,3,4,4,5,5,3,3,5,"I have been able to get accommodations for my mental health condition, which included a specific living situation on campus as well as occasional extensions for school assignments. This greatly helped me still be able to succeed academically during a time when I was struggling. 

The support of my parents has helped succeed in every way possible at UCLA. I have parents who support my mental health and my education. I am fortunate enough that they can also pay my full college tuition. They are a huge factor in my success here. 

Personal motivation has also been an important factor for success at UCLA. It is such a large campus community that it is easy to just feel like a number, sort of unimportant. One of the biggest things I learned was the need to self-advocate, to speak up for help and opportunities, and to actively participate in groups on campus. This has helped me feel like I belong at UCLA. ","Something specific that I feel has inhibited the success I wanted to have at UCLA has been trying to find undergraduate research experiences in the sciences. As a freshman, I applied to the biomedical research minor after earning an A+ in the preparatory course. I had a 3.9 GPA at the time. I was interviewed but was rejected. I applied twice more after this, and was still rejected. When I asked what could be done to improve my application, I was given generic answers. There was not really a clear explanation for my not getting accepted, despite limited lab space. After this, I struggled to find independent research opportunities with other professors. I tried cold emailing, and talking with professors in office hours. At one point in my junior year, I spoke to a professor about his lab and he said that he would rather accept freshmen because they have more years to spend in the lab, which would make training them worth it. I explained that I had wanted to start research as a freshmen but had struggled to find opportunities. I developed a great relationship with a professor who was not actively doing research, but who recommended me to several of his colleagues, but I was still not able to find an opportunity. I am now in my fourth year. I am disappointed, because I chose UCLA partly because of its reputation for incredible research. I even reached out to the chair of my major department, asking for feedback or advice on finding lab research opportunities, but was not told any information I did not already know or had not already tried. I just feel there was never an answer as to why I was not accepted into the minor, and since then, the challenge of finding a research opportunity has taken a toll on me. 

Personally, mental health issues have been a challenge for me throughout my life, and this continued into college and potentially negatively impacted my academics. However, I felt there were resources available to me that were helpful at UCLA.",High Value,46.9,25,50,81.3,58.3,77.5,60.7142857142857,high,3,2,4,4,3
434,Female,1,Asian,Heterosexual,Two-year College,Two-year College,Junior,1,0,0,0,1,3.8,4,6,0,3,2,5,3,2,3,5,2,1,1,1,4,3,3,4,2,1,4,4,4,1,2,3,4,3,5,4,5,4,"I always go to class, take neat notes, and finish homework on time. I work hard for my classes. I have a lot of emotional support from the one that I love and the one that loves me.",n.a.,Average Value,68.8,0,72.2,31.3,25,80,32.1428571428571,high,3,2,4,3,2
435,Female,0,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,1,0,0,1,1,3.7,4.25,10,10,3,3,4,3,2,5,4,3,3,4,4,4,2,2,2,1,2,3,4,4,2,1,2,4,4,5,5,4,4,Being open to diversity,Culture shock and language barrier,Average Value,71.9,66.7,77.8,25,16.7,77.5,42.8571428571429,high,3,3,4,3,2
436,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.3,4.3,15,10,4,2,5,4,3,5,4,1,2,2,3,4,4,4,5,2,4,2,4,4,3,2,4,4,5,5,4,2,5,It's the people I surround myself with that have truly shaped my life here. Yes the pre med environment is very intense and competitive. People have been really supportive if you know them or extreme opposite if you don't. ,Honestly my peers sometimes sabotage you and I have had that experience in some of my classes,NA,40.6,33.3,58.3,68.8,50,72.5,60.7142857142857,low,4,2,4,4,3
437,Female,0,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,0,0,0,1,1,3.03,4.3,3,2,3,2,4,2,2,4,2,2,5,5,4,4,4,4,4,3,3,4,2,3,3,5,4,4,3,4,4,4,3,Some factors that have helped me succeed would be not having a social life. To further explain that I would say that after high- school I was very much still emotionally attached people from their so know not having a social life has helped become independent and focus on my school work whether it is healthy or not I kinda pushed everyone I knew aside. ,"One major factor that has inhibited my success in all areas at UCLA would be to be a working student. Although working is a necessity for and not working is not an option it has deprived from getting involved with school events and academically like office hours or clubs and extra review sessions. Overall, work leaves me not time to even eat some days.",Average Value,40.6,91.7,44.4,50,75,57.5,82.1428571428571,low,3,2,4,2,2
438,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,1,0,0,0,1,3.996,4,30,10,3,3,4,4,3,4,4,3,2,2,4,2,1,3,4,2,4,4,4,4,2,2,2,3,3,4,4,3,4,Having objectives helps me.,The tendency of procrastinate,Low Value,NA,41.7,66.7,50,25,67.5,39.2857142857143,high,3,3,4,4,3
439,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,1,0,0,1,3,3.5,20,0,3,1,5,3,2,5,5,5,2,2,5,5,5,4,5,1,1,3,5,3,5,2,5,2,5,5,3,4,4,I think all of professors in math department are professional. Which helps me.,"The class position are not enough to make student enroll class what they want. For example, i wanna minor Stats, but I'm worried about whether i can enroll Stats class in next quarter, which will make influence for my graduation.",Average Value,50,50,47.2,37.5,75,72.5,75,low,3,2,4,3,2
440,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,0,0,1,0,1,3.425,4,9,12,3,2,5,3,3,4,4,1,1,1,5,3,3,3,4,2,2,4,5,4,1,1,3,5,5,5,4,4,5,"My friends and I always help each other in anything. They encourage me and remind me that I belong here at UCLA. My family understands that it takes a lot of work to be at this school. When I failed one of my classes, I felt a bit ashamed since I thought that I disappointed my parents. I considered taking a break, but it was my parents that got me back on my feet to try the class again the following quarter. They understood that UCLA can be a challenge and told me that there is no shame in me falling, but I need to be able to pick myself back up. My brother is the one who always takes my mind off of school and helps me enjoy life. The counselors at Murphy Hall and Statistics faculty help me academically.","I would say myself. Before, I was introverted and afraid to talk to the professors and TA's for help. I feel like I am more open to get help when I need it now.",High Value,65.6,33.3,80.6,37.5,16.7,87.5,46.4285714285714,low,3,2,4,3,3
441,Female,0,Asian,Heterosexual,Two-year College,Two-year College,Senior,1,0,0,1,1,3.4,3.8,10,5,3,3,5,3,3,4,4,4,3,2,5,3,4,4,4,1,1,4,5,5,2,3,5,5,5,5,4,4,4,"friends, family",Not enough sleep,Average Value,62.5,58.3,69.4,25,58.3,87.5,71.4285714285714,low,3,3,4,3,3
442,Female,1,Asian,Heterosexual,High school or less,High school or less,Junior,0,1,0,1,1,2.98,3.6,5,1,4,3,5,3,3,4,4,3,5,5,5,5,5,4,2,2,2,5,4,4,1,3,5,5,5,5,5,5,5,friend and professor.,the difficulty of the class,Average Value,65.6,100,66.7,18.8,50,92.5,85.7142857142857,low,4,3,4,3,3
443,Female,1,Asian,Heterosexual,Two-year College,Two-year College,Junior,0,1,0,1,1,3.38,3.8,6,2,3,1,2,3,3,4,4,4,5,5,5,5,5,5,5,2,2,3,5,5,1,3,5,5,5,5,5,5,5,friends and Ta professor help me a lot of.,sometimes the class is so difficult,Average Value,53.1,100,66.7,50,50,92.5,100,low,3,2,2,3,3
444,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,0,0,0,0,3.6,4,10,6,3,2,5,5,3,4,4,1,4,2,3,3,3,4,5,4,3,4,4,5,3,2,4,2,4,5,4,4,4,I think my friends who often ask me how I am doing and teachers' office hours are of much help.,"I don't have enough self control and often waste time on unnecessary things.I often stay up late and fail to get up early enough in the morning, which is disappointing.",High Value,59.4,50,50,62.5,50,75,64.2857142857143,high,3,2,4,4,3
445,Male,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,1,0,0,0,1,4,4,30,5,4,2,5,2,1,4,4,5,1,1,2,4,4,2,3,2,2,4,4,4,2,2,3,4,5,5,4,4,4,"friends, good time management skills, ambition, willingness to invest time and effort","class size, accessibility to professors, theoretical orientation",Average Value,65.6,8.3,66.7,31.3,33.3,80,32.1428571428571,high,4,2,4,2,2
446,Male,1,Asian,Heterosexual,Two-year College,High school or less,Freshman,1,0,1,0,0,3.76,3.96,4,10,5,2,5,4,2,4,4,2,2,3,4,2,2,2,4,4,2,4,4,4,2,2,2,5,4,4,5,4,5,Opening up to other people and trying to say yes to everything,"Signing up for too many things can become stressful, and not give you time for yourself. Finding a balance between me-time and doing other things to help my academic career as well as socializing is hard and takes time.",Average Value,68.8,50,77.8,50,25,82.5,42.8571428571429,high,4,2,4,4,2
447,Female,0,Others,Heterosexual,Four-year College,Four-year College,Sophomore,1,0,0,0,1,3.4,4,10,10,4,1,5,3,3,4,4,1,3,2,3,2,2,2,3,2,1,3,3,4,3,4,1,1,3,3,1,2,3,none,none,Average Value,59.4,41.7,52.8,31.3,41.7,42.5,32.1428571428571,low,4,2,4,3,3
448,Male,1,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,0,3.1,4.5,15,20,2,2,4,4,2,4,2,1,1,1,4,2,4,2,2,1,2,4,4,2,1,1,4,4,5,5,5,4,4,"I have a great support system through my family and friends. My parents are able to fully support me financially. I joined the Student Alumni Association which is my home away from home. My mom, sister, and other relatives attended UCLA.",The distractions of social life sometimes take away from my studying.,High Value,56.3,25,80.6,18.8,25,72.5,39.2857142857143,low,2,2,4,4,2
449,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,1,0,0,1,3.6,3.8,50,10,3,2,5,2,3,4,5,4,1,1,3,3,3,3,4,2,2,4,4,3,1,2,2,4,4,4,5,4,5,"I focus on what I like, so I will concentrate on the statistics which I like",NA,Low Value,62.5,16.7,80.6,37.5,16.7,80,35.7142857142857,high,3,2,4,2,3
450,Male,1,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,0,0,0,0,1,3.7,4,5,5,3,3,5,4,3,5,1,4,5,4,5,4,4,4,5,1,1,3,3,4,3,5,4,3,4,5,4,4,5,"As a nontraditional student, I feel that I began my undergraduate studies with specific goals and vision in mind. I feel incredibly privileged to be a financial aid recipient, which has allowed me to spend my time focused on my academic studies and extracurricular activities relevant to my future career interests. I have also been fortunate to have met like-minded and collaborative peers, who I am greatly indebted to for the endless study sessions and support throughout my undergraduate career. I have been lucky to be mentored by incredible graduate students, faculty, and researchers at the bleeding-edge of their fields. ","Some of the factors that have inhibited my successes include: financial struggles, having to work in addition to being a full-time student, being isolated socially as an older student, being a pre-med student. ",Average Value,37.5,91.7,58.3,37.5,75,65,85.7142857142857,high,3,3,4,4,3
451,Female,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.6,4,10,10,5,4,1,5,4,1,1,5,2,2,1,2,1,3,1,2,3,1,1,1,2,2,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7.5,14.2857142857143,high,4,4,2,4,4
452,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,0,0,0,1,3.792,3.89,30,20,2,1,5,5,3,3,2,2,1,1,3,4,5,4,4,3,3,3,4,4,2,2,4,4,5,5,4,4,4,Professors and TAs should care about students' efforts and create a comfortable and welcomed environment to give students confidence and opportunities for improvement.,"Professors and TAs should not ignore the efforts and needs of students. The Stats 20 taken this quarter is a very disappointing lesson. Basically, the professor and TAs are reluctant to respond to students' private questions on emails, and many public questions asked on Campuswire are answered by students themselves. The grading of homework and exam is ridiculously harsh, and the professor simply replied to students that ""students should not care much about the grades"" without giving any detailed rubric in advance for letting student make remedies in the next assignment. Suggestions to the faculty of Stats 20 in Fall 2019 are: 1. Give detailed rubric and explanations in every assignment; 2. Professor or TAs should explain homework after grading in order to prevent students from making the same mistake again; 3. Professor and TAs should be responsive to students' questions within a guaranteed time limit (e.g. 24/48 hours at latest); 4. Professor should assign letter grades base on percentile/ranking instead of absolute grade, and the assignment grades should be curved and then averaged in calculating the final grade instead of being averaged and then curved (this will undermine the difference on distribution of each assignment).",Average Value,43.8,16.7,58.3,56.3,41.7,72.5,53.5714285714286,high,2,2,4,4,3
453,Male,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,1,0,0,0,1,3.7,3.8,20,15,5,2,5,5,4,4,5,3,1,1,3,2,2,2,1,1,2,4,4,4,2,4,4,4,4,4,4,5,4,My own perseverance and confidence; Friends I knew before matriculating to UCLA.,"My disposition to seek help only when necessary, which potentially lost some valuable chances; I am not a good improviser, so I find myself uncomfortable in some social occasions.",Average Value,84.4,16.7,66.7,12.5,58.3,80,25,high,4,2,4,4,4
454,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,0,0,1,1,1,3.82,3.95,70,6,3,2,5,2,3,5,4,3,4,4,5,2,4,4,5,4,1,3,3,4,2,4,5,4,4,5,4,4,4,"Having a positive mindset, ability to quickly adjust to new environments, and willingness to step out of the comfort zone, and proper time management are very important. ","Lack of preparation in STEM from high school and my introvert nature hindered my success. It was difficult adjusting to the quick pace of classes at UCLA and attending lots of extracurricular activities (clubs, case competitions, workshops, career fairs). ",Average Value,46.9,83.3,58.3,56.3,66.7,72.5,85.7142857142857,high,3,2,4,2,3
455,Male,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,1,1,0,0,1,3.6,3.96,10,3,3,2,5,2,3,4,3,2,2,2,4,3,3,3,2,1,1,2,4,4,1,2,2,4,4,4,4,4,5,"This is my first quarter to study at ucla, but I strongly believe that studying all of this will help me a lot in the future.","It is difficult to physically work on many assignments and studies, and mentally stressed academically. I would like to have a chance or a way to solve this.",Average Value,59.4,41.7,83.3,25,16.7,70,39.2857142857143,high,3,2,4,2,3
456,Female,1,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.7,3.9,30,10,4,3,5,3,4,5,5,2,2,5,5,5,4,5,3,3,4,5,5,4,1,2,5,4,5,5,5,5,5,"UCLA has a huge diversity of students and faculty which helps me make friends and build support system. As an international student, the Chinese international student club helped my a great deal in overcoming the culture shock and building a solid friend circle before I was confident enough to reach out to native speakers.","Sometimes balancing social life, academic life, and career development (recruiting) is very hard for most students. We always have to sacrifice one of the three to excel in the other two. For example, most of my friends (including me) failed to get good grades and lacked social life when recruiting in junior/senior year, while at most of the time we were just spending too much time on studying instead of socializing with other people.",High Value,68.8,75,58.3,43.8,41.7,95,78.5714285714286,high,4,3,4,3,4
457,Male,1,Asian,Heterosexual,Two-year College,High school or less,Sophomore,0,0,0,1,1,3.3,4.4,10,10,3,2,5,4,3,4,2,3,4,4,4,3,4,3,4,3,4,4,4,3,3,3,4,3,4,4,4,4,4,Being around other motivated individuals,Just being around other hardworking students,Average Value,50,75,50,56.3,58.3,65,71.4285714285714,low,3,2,4,4,3
458,Male,0,Asian,Heterosexual,Two-year College,Two-year College,Senior,1,0,0,0,1,3.51,4.5,10,15,2,3,5,3,2,5,4,2,1,1,2,3,3,5,5,4,5,3,4,5,4,5,5,1,1,2,1,4,1,having my own career,dedication and patience,Low Value,53.1,8.3,11.1,81.3,91.7,40,53.5714285714286,low,2,3,4,3,2
459,Female,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.6,4,10,10,5,4,1,5,4,1,1,5,2,2,1,2,1,3,1,2,3,1,1,1,2,2,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7.5,14.2857142857143,high,4,4,2,4,4
